,name,location,distance,searched_latitude,searched_longitude
4872,Tia Maria,,979,53.359246,-6.269779
4873,井岗山,,983,53.359246,-6.269779
4874,His Food Charcoal Grill,"Moore St. Mall, 58-66 Parnell Street, Dublin, Dublin 1",984,53.359246,-6.269779
4875,Moorelands Bar,Capel St,992,53.359246,-6.269779
4876,Domino's Pizza - Dublin - Cabra,101a Cabra Rd,994,53.359246,-6.269779
4877,Hongkee chinese&thai take away,"13 prospect road,dublin9",710,53.359246,-6.269779
4878,New Star Seafood Restaurant,"138 Parnell Street Dublin 1, Dublin, D1",938,53.359246,-6.269779
4879,Groundstate Coffee,"48- 50 James’s Street, Dublin, D08 YK6N",567,53.343897,-6.29706
4880,Itsa,"Royal Hospital, Kilmainham",216,53.343897,-6.29706
4881,Container Coffee,161 Thomas St,856,53.343897,-6.29706
4882,Nancy Hands Bar & Restaurant,30-32 Parkgate St,507,53.343897,-6.29706
4883,LimeTree Cafe,Inchicore Rd,870,53.343897,-6.29706
4884,1837 Bar & Brasserie,St James's Gate,727,53.343897,-6.29706
4885,Brewer's Dining Hall,St James's Gate,733,53.343897,-6.29706
4886,Daddy's Café,538 South Circular Rd,854,53.343897,-6.29706
4887,The Bird Flanagan,"471 South Circular Road, Rialto",814,53.343897,-6.29706
4888,Arthur's Bar,St James's Gate,727,53.343897,-6.29706
4889,La Dolce VITA Restaurant Kilmainham,SOUTH CIRCULAR ROAD 758-760 KILMAINHAM DUBLIN 8,744,53.343897,-6.29706
4890,Cigerci Kenan Usta,"Dublin, Dublin City",77,53.343897,-6.29706
4891,Subway,"Unit 9, Heuston South Quarter",140,53.343897,-6.29706
4892,The Galway Hooker,Heuston Station,431,53.343897,-6.29706
4893,Coffee District,,298,53.343897,-6.29706
4894,Papa Mio & Tonis Takeaway,93-95 Emmet Rd,313,53.343897,-6.29706
4895,"Malt House, The",27 James St,418,53.343897,-6.29706
4896,J.K. Stoutmans,130 James Street Dublin 8 D08 E6p6,434,53.343897,-6.29706
4897,Tops Pizza,,450,53.343897,-6.29706
4898,Fountian Fish N Chips,125 James's St,457,53.343897,-6.29706
4899,Romayo's,40 Parkgate St,476,53.343897,-6.29706
4900,Subway,35 Parkgate St,518,53.343897,-6.29706
4901,Gianni's,40 Parkgate St,521,53.343897,-6.29706
4902,The Natural Bakery,29 Parkgate St,522,53.343897,-6.29706
4903,FXB (Ryans of Parkgate Street),28 Parkgate St,523,53.343897,-6.29706
4904,Carrigans,74 Old,538,53.343897,-6.29706
4905,Chesterfields Brasserie,"Ashling Hotel, Parkgate St",597,53.343897,-6.29706
4906,F.X. Buckley,"Dublin, Dublin City",612,53.343897,-6.29706
4907,The Palace Of Desires,,651,53.343897,-6.29706
4908,Ri Ri Chinese Take Away,34 Parkgate St,660,53.343897,-6.29706
4909,Tranquilo Restaurant,,705,53.343897,-6.29706
4910,Arrol Suite,,718,53.343897,-6.29706
4911,Park Lodge,"7-9 North Circular Road, Dublin, Dublin City",728,53.343897,-6.29706
4912,The Rialto Bridge Cafe,568 South Circular Rd,757,53.343897,-6.29706
4913,Cafe Togo,Unit 5 Heuston Station,420,53.343897,-6.29706
4914,Cinnamon Restaurant @ Hilton Dublin Kilmainham Hotel,Inchicore Road,759,53.343897,-6.29706
4915,Newland Chinese,"740 South Circular Road, Kilmainham, D8",774,53.343897,-6.29706
4916,Broyage Bar & Bistro,South Circular Road Kilmainham Inside the Hilton Dublin Kilmainham Hotel,774,53.343897,-6.29706
4917,Daphne’s,Dublin,790,53.343897,-6.29706
4918,Rose Garden Chinese Restaurant,471 Circular Road South,814,53.343897,-6.29706
4919,Beast Eatery,41 Victoria Quay,875,53.343897,-6.29706
4920,Amber Grill,451 South Circular Rd,883,53.343897,-6.29706
4921,Rialto Malaysian Chinese Takeaway,447 South Circular Rd,890,53.343897,-6.29706
4922,Vandal Cafe & Restaurant,151 Thomas Street The Masonry,913,53.343897,-6.29706
4923,Good Luck Chinese Take Away,37 Emmet Rd,988,53.343897,-6.29706
4924,Runcible Spoon Theatre Company,106 Ceannt Fort,264,53.343897,-6.29706
4925,Footplate Brasserie,Platform 2 Heuston Station,413,53.343897,-6.29706
4926,Yu Cafe and Restaurant,30 James St.Dublin 8,425,53.343897,-6.29706
4927,Mister Bean's Cafe,"St. James's Private Clinic, St. James's Hospital, Dublin, 8",448,53.343897,-6.29706
4928,Berry Lane Bistro,"Phoenix Park Hotel 38-39 Parkgate Street, City Centre South, City Centre",509,53.343897,-6.29706
4929,The Church,Junction Mary & Jervis Sts,57,53.348875,-6.267459
4930,Brother Hubbard North,153 Capel St,202,53.348875,-6.267459
4931,The Black Sheep,61 Capel St,141,53.348875,-6.267459
4932,Musashi Noodles & Sushi BAR,15 Capel St,216,53.348875,-6.267459
4933,Arisu,119 Capel St,99,53.348875,-6.267459
4934,Vice Coffee Inc,"54, Middle Abbey St",356,53.348875,-6.267459
4935,The Winding Stair,40 Lower Ormond Quay,351,53.348875,-6.267459
4936,The Porterhouse,16-18 Parliament St,413,53.348875,-6.267459
4937,The Temple Bar,47-48 Temple Bar,435,53.348875,-6.267459
4938,Vintage Cocktail Club,15 Crown Alley,516,53.348875,-6.267459
4939,Slattery's,129 Capel St,116,53.348875,-6.267459
4940,Gino's Gelato,41 Henry St,380,53.348875,-6.267459
4941,Lemon Jelly Cafe,Millennium Walkway,235,53.348875,-6.267459
4942,The Old Storehouse,"3 Crown Alley, Temple Bar",516,53.348875,-6.267459
4943,The Stag's Head,1 Dame Ct,614,53.348875,-6.267459
4944,FXB (Temple Bar),Crow Street,533,53.348875,-6.267459
4945,The Woollen Mills,41/42 Lower Ormond Quay,362,53.348875,-6.267459
4946,Pho Ta,"Cope St, Temple Bar",540,53.348875,-6.267459
4947,Cassidy's Bar,27 Westmoreland St,625,53.348875,-6.267459
4948,Kaph,31 Drury St,756,53.348875,-6.267459
4949,Murphys Ice Cream,27 Wicklow St,768,53.348875,-6.267459
4950,Pichet,14-15 Trinity St,656,53.348875,-6.267459
4951,The Bank on College Green,20-22 College Green,647,53.348875,-6.267459
4952,Bad Bobs Temple Bar,35-37 Essex St E,427,53.348875,-6.267459
4953,Bowes Lounge,31 Fleet St,712,53.348875,-6.267459
4954,Sano Pizza,2 Exchange Street Upper Corner of Dame St and Exchange St Upper,518,53.348875,-6.267459
4955,The Flowing Tide,9 Lower Abbey St,641,53.348875,-6.267459
4956,Shoe Lane Coffee,7 Tara St,843,53.348875,-6.267459
4957,Woolshed Baa & Grill,Unit 4 Parnell Centre Parnell St,139,53.348875,-6.267459
4958,The Quays Irish Restaurant,10-12 Temple Bar Square,467,53.348875,-6.267459
4959,The George,89 S Great Georges St,603,53.348875,-6.267459
4960,Cornucopia,19/20 Wicklow St,759,53.348875,-6.267459
4961,Darkey Kellys,Fishamble St,574,53.348875,-6.267459
4962,O'Neill's Pub & Kitchen,2 Suffolk St,709,53.348875,-6.267459
4963,Avoca Café,11-13 Suffolk St,780,53.348875,-6.267459
4964,Mr Fox Restaurant,"38 Parnell Square, Dublin, 1",484,53.348875,-6.267459
4965,Govindas,83 Middle Abbey St,454,53.348875,-6.267459
4966,Grogan's Castle Lounge,15 South William St,806,53.348875,-6.267459
4967,Bunsen,3 South Anne St,986,53.348875,-6.267459
4968,Bóbó's,50-51 Dame St,571,53.348875,-6.267459
4969,Yamamori Izakaya,12-13 South Great George's St,650,53.348875,-6.267459
4970,The Market Bar,14A Fade St,762,53.348875,-6.267459
4971,Oliver St John Gogarty,18/21 Anglesea st,521,53.348875,-6.267459
4972,Fitzgerald's,22 Aston Quay,570,53.348875,-6.267459
4973,The Gin Palace,42 Middle Abbey St,291,53.348875,-6.267459
4974,Reyna,29-30 Dame St,607,53.348875,-6.267459
4975,The Wiley Fox,28 Eden Quay,764,53.348875,-6.267459
4976,Costa Coffee,3 College Green,645,53.348875,-6.267459
4977,Octagon Bar,"Clarence Hotel, 6-8 Wellington Quay",401,53.348875,-6.267459
4978,Nando's,12 Saint Andrew's St,714,53.348875,-6.267459
4979,Groundstate Coffee,"48- 50 James’s Street, Dublin, D08 YK6N",119,53.342296,-6.287661
4980,Container Coffee,161 Thomas St,270,53.342296,-6.287661
4981,Arthur's Pub,28 Thomas St,405,53.342296,-6.287661
4982,PHX Bistro,12 Ellis Quay,646,53.342296,-6.287661
4983,Fish Shop - Benburb Street,76 Benburb St,663,53.342296,-6.287661
4984,Frank Ryan & Son,5 Queen St,724,53.342296,-6.287661
4985,Lucky’s,79 Meath St,606,53.342296,-6.287661
4986,Manning's Bakery,40 Thomas St,524,53.342296,-6.287661
4987,Proper Order Coffee Co.,"New Church St, Smithfield",789,53.342296,-6.287661
4988,Third Space Smithfield,"Unit 14, Smithfield Market",861,53.342296,-6.287661
4989,Nancy Hands Bar & Restaurant,30-32 Parkgate St,776,53.342296,-6.287661
4990,Tenters Gastropub,Dublin,986,53.342296,-6.287661
4991,Itsa,"Royal Hospital, Kilmainham",833,53.342296,-6.287661
4992,Grano,"Unit 5, Norseman Court, Manor Street, Stoneybatter, Dublin, Dublin7",977,53.342296,-6.287661
4993,Arthur's Bar,St James's Gate,85,53.342296,-6.287661
4994,The Bird Flanagan,"471 South Circular Road, Rialto",994,53.342296,-6.287661
4995,Arrol Suite,,74,53.342296,-6.287661
4996,Chopped,,887,53.342296,-6.287661
4997,"Malt House, The",27 James St,229,53.342296,-6.287661
4998,Coffee District,,354,53.342296,-6.287661
4999,The Galway Hooker,Heuston Station,594,53.342296,-6.287661
5000,Fayrouz,Dublin,561,53.342296,-6.287661
5001,Fusco's,,573,53.342296,-6.287661
5002,Silvio's Pizzeria,Cork St,583,53.342296,-6.287661
5003,Coke Lane Pizza,78 Meath Street Smithfield,599,53.342296,-6.287661
5004,East Takeaway,"5 Brabazon Hall, Ardee St",620,53.342296,-6.287661
5005,O'Briens Sandwich Cafe,53 Thomas St 8,623,53.342296,-6.287661
5006,The Lab,54A Thomas Street,637,53.342296,-6.287661
5007,Space Jaru,67-68 Meath St,639,53.342296,-6.287661
5008,Subway,"Unit 9, Heuston South Quarter",697,53.342296,-6.287661
5009,Tranquilo Restaurant,,653,53.342296,-6.287661
5010,Hibiscus Wilde Vegan Food Bar,72 Thomas St,711,53.342296,-6.287661
5011,WokeCup Cafe,"WokeCup Café, 8 Queen Street, Dublin, D07 Y683",761,53.342296,-6.287661
5012,Romayo's,40 Parkgate St,791,53.342296,-6.287661
5013,Subway,35 Parkgate St,792,53.342296,-6.287661
5014,3rd Still Restaurant,Old Jameson Distillery,951,53.342296,-6.287661
5015,Gianni's,40 Parkgate St,856,53.342296,-6.287661
5016,"Liberty Belle, The",33 Francis St,863,53.342296,-6.287661
5017,The Quill,1 Arran Quay,875,53.342296,-6.287661
5018,Nutbutter,,880,53.342296,-6.287661
5019,Copper + Straw,1 Arran Quay,889,53.342296,-6.287661
5020,The Rialto Bridge Cafe,568 South Circular Rd,938,53.342296,-6.287661
5021,Freshii,Smithfield Market,941,53.342296,-6.287661
5022,Cafe Togo,Unit 5 Heuston Station,571,53.342296,-6.287661
5023,Kuraudo Sushi & Gyoza,3 Stoneybatter,958,53.342296,-6.287661
5024,Roma Takeaway,1\/2 The Coombe,963,53.342296,-6.287661
5025,Multi Pizza Curry And Kebab,,964,53.342296,-6.287661
5026,Zucconi Restaurant,Dublin,972,53.342296,-6.287661
5027,Daphne’s,Dublin,978,53.342296,-6.287661
5028,Amber Grill,451 South Circular Rd,990,53.342296,-6.287661
5029,Herbstreet,Hanover Quay,352,53.34744,-6.238523
5030,Gertrude,"130 Pearse St, Grand Canal Dock",571,53.34744,-6.238523
5031,MV Cill Airne,"Quay 16, North Wall Quay",56,53.34744,-6.238523
5032,Third Floor Espresso (3FE),32/34 Lower Grand Canal St,875,53.34744,-6.238523
5033,il Valentino,5 Gallery Quay | Grand Canal Harbour,540,53.34744,-6.238523
5034,Urban Brewing,"Vault C, The chq Building, Custom House Quay, IFSC, Dublin, Dublin 1",673,53.34744,-6.238523
5035,The Brew Dock,1 Amiens St,878,53.34744,-6.238523
5036,Drunken Fish,Lwr Mayor St,447,53.34744,-6.238523
5037,IL Capo Italian Pizza & Pasta,62 Talbot St,958,53.34744,-6.238523
5038,"Laine, My Love.",38 Talbot St,959,53.34744,-6.238523
5039,Charlotte Quay,"Charlotte Quay Dock, Millennium Tower, Dublin, Dublin 4",524,53.34744,-6.238523
5040,Bread 41,"41 Pearse Street, Dublin, Dublin 2",916,53.34744,-6.238523
5041,Honey Truffle,45 Pearse St,780,53.34744,-6.238523
5042,The Oarsman,8-10 Bridge St,964,53.34744,-6.238523
5043,Osteria Lucio,"The Malting Tower Clanwilliam Terrace, Grand Canal Dock, South",816,53.34744,-6.238523
5044,Nutbutter,,503,53.34744,-6.238523
5045,BrewDog Outpost Dublin,"Capital Dock, Grand Canal Dock",583,53.34744,-6.238523
5046,The Ginger Man,40 Fenian St,960,53.34744,-6.238523
5047,Mackenzie's,Dublin,421,53.34744,-6.238523
5048,Kennedy's,30-32 Westland Row,999,53.34744,-6.238523
5049,Ryleigh’s,81-82 North Wall Quay,411,53.34744,-6.238523
5050,The Pig & Heifer,151 Pearse St,680,53.34744,-6.238523
5051,Windmill Lane Recording Studios,4 Windmill Lane,520,53.34744,-6.238523
5052,Ferrari Takeaway,2a Thorncastle St,960,53.34744,-6.238523
5053,Il Caffe di Napoli,41 Westland Row,934,53.34744,-6.238523
5054,Milano,"Unit 1, Hanover Quay",361,53.34744,-6.238523
5055,Il Fornaio,"1B Valenta House, Custom House Square",361,53.34744,-6.238523
5056,The Diving Bell,,173,53.34744,-6.238523
5057,The Lombard Townhouse,"44 Pearse Street, Corner of Lombard St",769,53.34744,-6.238523
5058,Boojum,"Hanover Quay Unit H1 & H5, Grand Canal Dock",348,53.34744,-6.238523
5059,Oly's Bar & Restaurant,"Custom House Quay / Jurys Inn Custom House, Dublin, Dublin 1",529,53.34744,-6.238523
5060,Subway,"Trinty Central, 152-160 Pearse St",722,53.34744,-6.238523
5061,Eddie Rocket's,"Unit 4, Point Village Shopping Centre",715,53.34744,-6.238523
5062,Graingers,51 Talbot St,894,53.34744,-6.238523
5063,Robert Reade,19 Store St,993,53.34744,-6.238523
5064,Sevinc'in Mutfağı,Rathborne Park,253,53.34744,-6.238523
5065,Biglaw Canteen,,278,53.34744,-6.238523
5066,Supermac's,47-49 Talbot St,899,53.34744,-6.238523
5067,The Brasserie at the Marker Hotel restaurant,Grand Canal Square The Marker Hotel,363,53.34744,-6.238523
5068,Carved,,400,53.34744,-6.238523
5069,Subway,Mayor Street Lower,425,53.34744,-6.238523
5070,Donnybrook Fair,Grand Canal Dock,508,53.34744,-6.238523
5071,Pearse Brasserie,Pearse St,592,53.34744,-6.238523
5072,Winslet Wines,Castleforbes,606,53.34744,-6.238523
5073,Freshii,"The CHQ Building IFSC Dublin Docklands, IFSC, City Centre",647,53.34744,-6.238523
5074,Starry Night,109B Pearse St,570,53.34744,-6.238523
5075,Ruby's Pizza & Grill Point Square,Point Village 5 The Square,734,53.34744,-6.238523
5076,Ninja Sushi,3/4 Lombard St,768,53.34744,-6.238523
5077,O'Brien's Sandwich Cafe,Connolly Station,829,53.34744,-6.238523
5078,As One,"Unit 3, 13-18 City Quay",837,53.34744,-6.238523
5079,I Monelli,1-2 Portobello Rd,53,53.330091,-6.268044
5080,Grove Road Cafe,1 Lower Rathmines Rd,238,53.330091,-6.268044
5081,Brother Hubbard South,46 Harrington St,334,53.330091,-6.268044
5082,Richmond,S Richmond St,248,53.330091,-6.268044
5083,Alma.,12 South Circular Rd,287,53.330091,-6.268044
5084,Little Bird,82 South Circular Rd,452,53.330091,-6.268044
5085,The Orange Tree Bakery,"Rathmines, Dublin, Dublin 6",457,53.330091,-6.268044
5086,Doolally,27th Richmond St,273,53.330091,-6.268044
5087,Pickle,Camden St,475,53.330091,-6.268044
5088,Hang Dai Chinese,20 Camden Street Lower,608,53.330091,-6.268044
5089,Sophie's Dublin,33 Harcourt St,637,53.330091,-6.268044
5090,The Barge,42 Charlemont St,495,53.330091,-6.268044
5091,Aoki Sushi,"63 Richmond St S, Saint Kevin's, Dublin 2, Dublin, D2",310,53.330091,-6.268044
5092,The Fumbally,Fumbally Lane,836,53.330091,-6.268044
5093,Bunsen,36 Wexford St,813,53.330091,-6.268044
5094,The Bleeding Horse,24 Camden Street Upper,443,53.330091,-6.268044
5095,Las Tapas de Lola,12 Wexford St,777,53.330091,-6.268044
5096,Noshington Cafe,1A Washington Street / 186 South Circular Rd,801,53.330091,-6.268044
5097,Passion 4 Food,27 Clanbrassil Street Lower,643,53.330091,-6.268044
5098,Ernesto's,15 Rathgar Rd,946,53.330091,-6.268044
5099,Franks,22 Lower Camden St,587,53.330091,-6.268044
5100,Asahi Asian Street Food,Charlemont House 33 Charlemont Street Dublin 2,465,53.330091,-6.268044
5101,A Goose on the Loose,"2 Kevin Street Lower, Dublin 8",835,53.330091,-6.268044
5102,Hx46,46 Harolds Cross Rd,679,53.330091,-6.268044
5103,Gaillot et Gray,59 Clanbrassil St Lwr,556,53.330091,-6.268044
5104,Devitt's Pub,78 Lwr Camden St,631,53.330091,-6.268044
5105,Di luca,"10 Harcourt Street, Dublin, Dublin 2",834,53.330091,-6.268044
5106,Tenters Gastropub,Dublin,927,53.330091,-6.268044
5107,Caffè Nero,14-15 Camden St,636,53.330091,-6.268044
5108,Morton's,"Mortons Station Building, Park Pl, Hatch St",525,53.330091,-6.268044
5109,The Coburg Brasserie,Conrad Hotel,893,53.330091,-6.268044
5110,Mister S,32 Camden Street Lower,537,53.330091,-6.268044
5111,The Landmark,Dublin,829,53.330091,-6.268044
5112,Camden Rotisserie,37 Camden St,508,53.330091,-6.268044
5113,Sprezzatura,Grantham St,482,53.330091,-6.268044
5114,Charlemont Bar & Bistro,"Hilton Hotel Charlemont Place, City Centre South, City Centre",589,53.330091,-6.268044
5115,31 Lennox,31 Lennox St,145,53.330091,-6.268044
5116,Madigan’s,104 Leeson St,974,53.330091,-6.268044
5117,Mak at D6,"51 Fields Terrace, Charleston Rd",996,53.330091,-6.268044
5118,Roma II,28 Wexford St,758,53.330091,-6.268044
5119,Kebabish Tandoori Halal,39 Clanbrassil St Lwr,408,53.330091,-6.268044
5120,The Iveagh Restaurant,"Camden Court Hotel, Camden St",417,53.330091,-6.268044
5121,Toni's Diner,Charlotte Way,441,53.330091,-6.268044
5122,The Patisserie,"Dublin, Dublin City",468,53.330091,-6.268044
5123,Nomo Ramen,4 Charlotte Way,476,53.330091,-6.268044
5124,Pinheads Pizza,104 South Circular Rd,502,53.330091,-6.268044
5125,The Chocolate Bar,1 Hatch Street Upper,506,53.330091,-6.268044
5126,Martino's Trattoria,Camden St,508,53.330091,-6.268044
5127,Marques De Caceres,,554,53.330091,-6.268044
5128,Cinelli's,Parnell Row,560,53.330091,-6.268044
5129,Wallace's Asti,"15 Russel St, Behan Square",231,53.357841,-6.251557
5130,El Grito Mexican Taqueria,20 Mountjoy Square East,336,53.357841,-6.251557
5131,"Laine, My Love.",38 Talbot St,712,53.357841,-6.251557
5132,IL Capo Italian Pizza & Pasta,62 Talbot St,751,53.357841,-6.251557
5133,The Brew Dock,1 Amiens St,865,53.357841,-6.251557
5134,Chapter One Restaurant,18/19 Parnell Square,910,53.357841,-6.251557
5135,La Pausa Caffe,1b-2 Blessington St,940,53.357841,-6.251557
5136,Hop House,160 Parnell St,815,53.357841,-6.251557
5137,Urban Brewing,"Vault C, The chq Building, Custom House Quay, IFSC, Dublin, Dublin 1",992,53.357841,-6.251557
5138,Phil Ryans The Hogan Stand Pub,514 North Circular Rd,293,53.357841,-6.251557
5139,Madigan's,19 O'Connell St,932,53.357841,-6.251557
5140,Lovinspoon,13 North Fredrick St,900,53.357841,-6.251557
5141,Pho Kim,162 Parnell St,828,53.357841,-6.251557
5142,Murray's Bar & Grill,33-34 O'Connell St,881,53.357841,-6.251557
5143,Spice n Rice,34 Lower Dorset St,659,53.357841,-6.251557
5144,Cloud Cafe,43 North Strand Rd,541,53.357841,-6.251557
5145,Koffee & Kale,21b Hill St,658,53.357841,-6.251557
5146,Wings Gourmet Burger,"unit C, Upper O'Connell Streetoppisite the savoy",958,53.357841,-6.251557
5147,The Italian Connection,95 Talbot St,902,53.357841,-6.251557
5148,Fujiyama Restaurant,11/11a O Connell St,991,53.357841,-6.251557
5149,Cusacks,145 North Strand Rd,598,53.357841,-6.251557
5150,İstanbull Kebab & Pizza,18 Talbot St,821,53.357841,-6.251557
5151,Brannigan's,9 Cathedral St,986,53.357841,-6.251557
5152,M&L Chinese Restaurant,13/14 Cathedral St,965,53.357841,-6.251557
5153,Xi'an Street Food,16 Earl Street North,957,53.357841,-6.251557
5154,The Big Tree,39 Lower Dorset St,659,53.357841,-6.251557
5155,Graingers,51 Talbot St,731,53.357841,-6.251557
5156,Supermac's,47-49 Talbot St,731,53.357841,-6.251557
5157,Indian Taste,Dublin,260,53.357841,-6.251557
5158,Eat More,,410,53.357841,-6.251557
5159,Tonis Takeaway & Pizzeria,81 Ballybough Rd,415,53.357841,-6.251557
5160,Seomra Spraoi,"10 Belvedere Court, Dublin, Dublin 1",449,53.357841,-6.251557
5161,Sampa Food,"515a North Circular Rd, Dublin, D1",543,53.357841,-6.251557
5162,Botanicals,493-511 North Circular Road,626,53.357841,-6.251557
5163,井岗山,,659,53.357841,-6.251557
5164,Subway,78 Lower Dorset St,690,53.357841,-6.251557
5165,Indian Tiffins,143 Upper Parnell St,697,53.357841,-6.251557
5166,Bonza Pies,"Ilac Centre O'Connell Street, City Centre North, City Centre",708,53.357841,-6.251557
5167,Full Circle Roasters,"21-28 Talbot Place, Dublin, Dublin 1",724,53.357841,-6.251557
5168,Pizza Max,64 Talbot St,727,53.357841,-6.251557
5169,O'Brien's Sandwich Cafe,Connolly Station,733,53.357841,-6.251557
5170,Pizza Dog,"ABC Building, Lower Drumcondra Rd",743,53.357841,-6.251557
5171,Do Son Takeaway,10 Lower Dorset St,756,53.357841,-6.251557
5172,Chipmongers,Dublin,765,53.357841,-6.251557
5173,Wasabi Bar & Grill,Dublin,769,53.357841,-6.251557
5174,Nelly's,"40 drumcondra road lower, dublin 9, Dublin, D09V5R9",769,53.357841,-6.251557
5175,The Big Slice,Talbot St,786,53.357841,-6.251557
5176,Esquires Coffee (Talbot Street),79A Talbot St,823,53.357841,-6.251557
5177,Ffc,"Dublin, Dublin City",850,53.357841,-6.251557
5178,Fortune Terrace,O connell,851,53.357841,-6.251557
5179,Chapter One Restaurant,18/19 Parnell Square,224,53.35561,-6.261397
5180,La Pausa Caffe,1b-2 Blessington St,281,53.35561,-6.261397
5181,El Grito Mexican Taqueria,20 Mountjoy Square East,378,53.35561,-6.261397
5182,Madigan's,19 O'Connell St,464,53.35561,-6.261397
5183,Mr Fox Restaurant,"38 Parnell Square, Dublin, 1",374,53.35561,-6.261397
5184,Vice Coffee Inc,"54, Middle Abbey St",857,53.35561,-6.261397
5185,Gino's Gelato,41 Henry St,671,53.35561,-6.261397
5186,Wallace's Asti,"15 Russel St, Behan Square",584,53.35561,-6.261397
5187,IL Capo Italian Pizza & Pasta,62 Talbot St,820,53.35561,-6.261397
5188,The Church,Junction Mary & Jervis Sts,854,53.35561,-6.261397
5189,The Black Sheep,61 Capel St,829,53.35561,-6.261397
5190,The Flowing Tide,9 Lower Abbey St,793,53.35561,-6.261397
5191,The Brew Dock,1 Amiens St,924,53.35561,-6.261397
5192,Murray's Bar & Grill,33-34 O'Connell St,354,53.35561,-6.261397
5193,Aobaba,46A Capel St,897,53.35561,-6.261397
5194,Arisu,119 Capel St,896,53.35561,-6.261397
5195,The Tram Café,Wolfe Tone Square,909,53.35561,-6.261397
5196,Koffee & Kale,21b Hill St,39,53.35561,-6.261397
5197,Hilan Chinese & Korean Restaurant,45 Capel St,915,53.35561,-6.261397
5198,The Wiley Fox,28 Eden Quay,883,53.35561,-6.261397
5199,The Woollen Mills,41/42 Lower Ormond Quay,991,53.35561,-6.261397
5200,Govindas,83 Middle Abbey St,810,53.35561,-6.261397
5201,Lemon Jelly Cafe,Millennium Walkway,974,53.35561,-6.261397
5202,Slattery's,129 Capel St,954,53.35561,-6.261397
5203,Takara,,882,53.35561,-6.261397
5204,Woolshed Baa & Grill,Unit 4 Parnell Centre Parnell St,717,53.35561,-6.261397
5205,The Laughter Lounge,4-8 Eden Quay,907,53.35561,-6.261397
5206,Boojum,3 Abbey Street Lower,794,53.35561,-6.261397
5207,Nando's,51-52 Mary St,847,53.35561,-6.261397
5208,Murphy's Bistro Cafe,22 Bachelors Walk,936,53.35561,-6.261397
5209,The Silver Penny (Wetherspoon),Abbey St Lower,797,53.35561,-6.261397
5210,O'Connells,"30 Bachelors Walk | Beside O'connell Bridge, Dublin Dublin 1",922,53.35561,-6.261397
5211,The Gin Palace,42 Middle Abbey St,888,53.35561,-6.261397
5212,Eddie Rocket's,"52 Lower O'Connell Street, Dublin City Centre",873,53.35561,-6.261397
5213,Fujiyama Restaurant,11/11a O Connell St,561,53.35561,-6.261397
5214,Mad Egg,"6 Jervis House, Millennium Walkway",975,53.35561,-6.261397
5215,Brannigan's,9 Cathedral St,580,53.35561,-6.261397
5216,M&L Chinese Restaurant,13/14 Cathedral St,573,53.35561,-6.261397
5217,Xi'an Street Food,16 Earl Street North,625,53.35561,-6.261397
5218,Bullet Duck And Dumplings,Dublin,954,53.35561,-6.261397
5219,Beshoff Fish And Chips,6 Uppr O'Connell St,594,53.35561,-6.261397
5220,Kopitiam,53 Capel St,872,53.35561,-6.261397
5221,Grand Central Bar,10-11A Oconnell St,803,53.35561,-6.261397
5222,The Big Tree,39 Lower Dorset St,465,53.35561,-6.261397
5223,McDonald's,Unit 67 Ilac Shopping Center,559,53.35561,-6.261397
5224,Istanbel Kebab,10 Lower Liffey St,916,53.35561,-6.261397
5225,McDonald's,14/16 Mary St,839,53.35561,-6.261397
5226,Graingers,51 Talbot St,875,53.35561,-6.261397
5227,Supermac's,O'Connell St,823,53.35561,-6.261397
5228,Muse Café @Eason,40 O'Connell St,777,53.35561,-6.261397
5229,Nancy Hands Bar & Restaurant,30-32 Parkgate St,249,53.346603,-6.296924
5230,Groundstate Coffee,"48- 50 James’s Street, Dublin, D08 YK6N",669,53.346603,-6.296924
5231,Phoenix Park Tea Rooms,"Beside Dublin Zoo Chesterfield Avenue, City Centre North, City Centre",799,53.346603,-6.296924
5232,Fish Shop - Benburb Street,76 Benburb St,990,53.346603,-6.296924
5233,Container Coffee,161 Thomas St,912,53.346603,-6.296924
5234,Itsa,"Royal Hospital, Kilmainham",429,53.346603,-6.296924
5235,LimeTree Cafe,Inchicore Rd,988,53.346603,-6.296924
5236,Brewer's Dining Hall,St James's Gate,865,53.346603,-6.296924
5237,Arthur's Bar,St James's Gate,864,53.346603,-6.296924
5238,La Dolce VITA Restaurant Kilmainham,SOUTH CIRCULAR ROAD 758-760 KILMAINHAM DUBLIN 8,898,53.346603,-6.296924
5239,Subway,"Unit 9, Heuston South Quarter",160,53.346603,-6.296924
5240,The Galway Hooker,Heuston Station,284,53.346603,-6.296924
5241,Romayo's,40 Parkgate St,205,53.346603,-6.296924
5242,Gianni's,40 Parkgate St,232,53.346603,-6.296924
5243,Subway,35 Parkgate St,255,53.346603,-6.296924
5244,The Natural Bakery,29 Parkgate St,266,53.346603,-6.296924
5245,FXB (Ryans of Parkgate Street),28 Parkgate St,271,53.346603,-6.296924
5246,Coffee District,,495,53.346603,-6.296924
5247,Ri Ri Chinese Take Away,34 Parkgate St,526,53.346603,-6.296924
5248,Papa Mio & Tonis Takeaway,93-95 Emmet Rd,533,53.346603,-6.296924
5249,Tops Pizza,,548,53.346603,-6.296924
5250,Fountian Fish N Chips,125 James's St,553,53.346603,-6.296924
